acticity_id,practice_id,description,capability_lvl
907,"""MEA01.04""","""Design process performance reports that are concise, easy to understand, and tailored to various management needs and audiences. Facilitate effective, timely decision making (e.g., scorecards, traffic light reports). Ensure that the cause and effect between goals and metrics are communicated in an understandable manner.""",3
908,"""MEA01.04""","""Distribute reports to the relevant stakeholders.""",3
909,"""MEA01.03""","""Use suitable tools and systems for the processing and analysis of data.""",4
910,"""MEA01.04""","""Analyze the cause of deviations against targets, initiate remedial actions, assign responsibilities for remediation, and follow up. At appropriate times, review all deviations and search for root causes, where necessary. Document the issues for further guidance if the problem recurs. Document results.""",4
911,"""MEA01.04""","""Where feasible, integrate performance and compliance into individual staff members’ performance objectives and link achievement of performance targets to the organizational reward compensation system.""",4
912,"""MEA01.04""","""Compare the performance values to internal targets and benchmarks and, where possible, to external benchmarks (industry and key competitors).""",4
913,"""MEA01.04""","""Analyze trends in performance and compliance and take appropriate action.""",4
914,"""MEA01.04""","""Recommend changes to the goals and metrics, where appropriate.""",5
915,"""MEA02.01""","""Identify the boundaries of the internal control system. For example, consider how organizational internal controls take into account outsourced and/or offshore development or production activities.""",3
916,"""MEA02.01""","""Assess the status of external service providers’ internal controls. Confirm that service providers comply with legal and regulatory requirements and contractual obligations.""",3
917,"""MEA02.01""","""Perform internal control monitoring and evaluation activities based on organizational governance standards and industryaccepted frameworks and practices. Also include monitoring and evaluation of the efficiency and effectiveness of managerial supervisory activities.""",3
918,"""MEA02.01""","""Ensure that control exceptions are promptly reported, followed up and analyzed, and appropriate corrective actions are prioritized and implemented according to the risk management profile (e.g., classify certain exceptions as a key risk and others as a non-key risk""",3
919,"""MEA02.01""","""Consider independent evaluations of the internal control system (e.g., by internal audit or peers).""",3
920,"""MEA02.02""","""Understand and prioritize risk to organizational objectives.""",3
921,"""MEA02.02""","""Identify key controls and develop a strategy suitable for validating controls.""",3
922,"""MEA02.02""","""Identify information that will indicate whether the internal control environment is operating effectively.""",3
923,"""MEA02.03""","""Define an agreed, consistent approach for performing control self-assessments and coordinating with internal and external auditors.""",3
924,"""MEA02.03""","""Maintain evaluation plans, and scope and identify evaluation criteria for conducting self-assessments. Plan the communication of results of the self-assessment process to business, IT and general management and the board. Consider internal audit standards in the design of self-assessments.""",3
925,"""MEA02.03""","""Determine the frequency of periodic self-assessments, considering the overall effectiveness and efficiency of ongoing monitoring.""",3
926,"""MEA02.03""","""Assign responsibility for self-assessment to appropriate individuals to ensure objectivity and competence.""",3
927,"""MEA02.03""","""Provide for independent reviews to ensure objectivity of the self-assessment and enable the sharing of internal control good practices from other enterprises.""",3
928,"""MEA02.04""","""Communicate procedures for escalation of control exceptions, root cause analysis, and reporting to process owners and I&T stakeholders.""",3
929,"""MEA02.04""","""Consider related enterprise risk to establish thresholds for escalation of control exceptions and breakdowns.""",3
930,"""MEA02.04""","""Identify, report and log control exceptions. Assign responsibility for resolving them and reporting on the status.""",3
931,"""MEA02.04""","""Decide which control exceptions should be communicated to the individual responsible for the function and which exceptions should be escalated. Inform affected process owners and stakeholders.""",3
932,"""MEA02.01""","""Maintain the internal control system, considering ongoing changes in business and I&T risk, the organizational control environment, and relevant business and I&T processes. If gaps exist, evaluate and recommend changes.""",4
933,"""MEA02.02""","""Maintain evidence of control effectiveness.""",4
934,"""MEA02.02""","""Develop and implement cost-effective procedures to obtain this information in line with applicable information quality criteria.""",4
935,"""MEA02.03""","""Compare the results of the self-assessments against industry standards and good practices.""",4
936,"""MEA02.04""","""Follow up on all exceptions to ensure that agreed-on actions have been addressed.""",4
937,"""MEA02.01""","""Regularly evaluate the performance of the control framework, benchmarking against industry accepted standards and good practices. Consider formal adoption of a continuous improvement approach to internal control monitoring.""",5
938,"""MEA02.03""","""Summarize and report outcomes of self-assessments and benchmarking for remedial actions.""",5
939,"""MEA02.04""","""Identify, initiate, track and implement remedial actions arising from control assessments and reporting.""",5
940,"""MEA03.01""","""Assign responsibility for identifying and monitoring any changes of legal, regulatory and other external contractual requirements relevant to the use of IT resources and the processing of information within the business and IT operations of the enterprise.""",2
941,"""MEA03.01""","""Identify and assess all potential compliance requirements and the impact on I&T activities in areas such as data flow, privacy, internal controls, financial reporting, industry-specific regulations, intellectual property, health and safety.""",2
942,"""MEA03.01""","""Assess the impact of I&T-related legal and regulatory requirements on third-party contracts related to IT operations, service providers and business trading partners.""",2
943,"""MEA03.01""","""Define the consequences of noncompliance.""",2
944,"""MEA03.04""","""Obtain regular confirmation of compliance with internal policies from business and IT process owners and unit heads.""",2
945,"""MEA03.04""","""Perform regular (and, where appropriate, independent) internal and external reviews to assess levels of compliance.""",2
946,"""MEA03.04""","""If required, obtain assertions from third-party I&T service providers on levels of their compliance with applicable laws and regulations.""",2
947,"""MEA03.04""","""If required, obtain assertions from business partners on levels of their compliance with applicable laws and regulations as they relate to intercompany electronic transactions.""",2
948,"""MEA03.01""","""Obtain independent counsel, where appropriate, on changes to applicable laws, regulations and standards.""",3
949,"""MEA03.01""","""Maintain an up-to-date log of all relevant legal, regulatory and contractual requirements; their impact and required actions.""",3
950,"""MEA03.01""","""Maintain a harmonized and integrated overall register of external compliance requirements for the enterprise.""",3
951,"""MEA03.02""","""Regularly review and adjust policies, principles, standards, procedures and methodologies for their effectiveness in ensuring necessary compliance and addressing enterprise risk. Use internal and external experts, as required.""",3
952,"""MEA03.02""","""Communicate new and changed requirements to all relevant personnel.""",3
953,"""MEA03.03""","""Regularly evaluate organizational policies, standards, procedures and methodologies in all functions of the enterprise to ensure compliance with relevant legal and regulatory requirements in relation to the processing of information.""",3
954,"""MEA03.03""","""Address compliance gaps in policies, standards and procedures on a timely basis.""",3
955,"""MEA03.03""","""Periodically evaluate business and IT processes and activities to ensure adherence to applicable legal, regulatory and contractual requirements.""",3
956,"""MEA03.04""","""Integrate reporting on legal, regulatory and contractual requirements at an enterprisewide level, involving all business units.""",3
957,"""MEA03.03""","""Regularly review for recurring patterns of compliance failures and assess lessons learned.""",4
958,"""MEA03.04""","""Monitor and report on noncompliance issues and, where necessary, investigate the root cause.""",4
959,"""MEA03.03""","""Based on review and lessons learned, improve policies, standards, procedures, methodologies, and associated processes and activities.""",5
960,"""MEA04.01""","""Establish adherence to applicable codes of ethics and standards (e.g., Code of Professional Ethics of ISACA) and (industryand geography-specific) assurance standards (e.g., IT Audit and Assurance Standards of ISACA and the International Auditing and Assurance Standards Board’s [IAASB’s] International Framework for Assurance Engagements [IAASB Assurance Framework]).""",2
961,"""MEA04.01""","""Establish independence of assurance providers.""",2
962,"""MEA04.01""","""Establish competency and qualification of assurance providers.""",2
963,"""MEA04.02""","""Understand the enterprise strategy and priorities.""",2
964,"""MEA04.02""","""Understand the internal context of the enterprise. This understanding will help the assurance professional to better assess the enterprise goals and the relative importance of enterprise and alignment goals, as well as the most important threats to these goals. In turn, this will assist in defining a better and more relevant scope for the assurance engagement.""",2
965,"""MEA04.02""","""Understand the external context of the enterprise. This understanding will help the assurance professional to better understand the enterprise goals and the relative importance of enterprise and alignment goals, as well as the most important threats to these goals. In turn, this will assist in defining a better and more relevant scope for the assurance engagement.""",2
966,"""MEA04.03""","""Define the assurance objective of the assurance initiative by identifying the stakeholders of the assurance initiative and their interests.""",2
967,"""MEA04.03""","""Agree on the high-level objectives and the organizational boundaries of the assurance engagement.""",2
968,"""MEA04.04""","""Define all governance components in scope of the review, that is, the principles, policies and frameworks; processes; organizational structures; culture, ethics and behavior; information; services, infrastructure and applications; people, skills and competences""",2
969,"""MEA04.05""","""Define detailed steps for collecting and evaluating information from management controls within scope. Focus on assessing the definition and application of good practices, related to control design, and achievement of control objectives, related to control effectiveness.""",2
970,"""MEA04.05""","""Understand the context of the management objectives and the supporting management controls that are put in place. Understand how these management controls contribute to the achievement of the alignment goals and enterprise goals.""",2
971,"""MEA04.05""","""Understand all stakeholders and their interests.""",2
972,"""MEA04.06""","""Refine the understanding of the IT assurance subject.""",2
973,"""MEA04.06""","""Refine the scope of the IT assurance subject.""",2
974,"""MEA04.08""","""Document the impact of control weaknesses.""",2
975,"""MEA04.08""","""Communicate with management during execution of the initiative so there is a clear understanding of the work performed and agreement on and acceptance of the preliminary findings and recommendations.""",2
976,"""MEA04.09""","""Agree on and implement internally, within the organization, the necessary actions that need to be taken to resolve identified weaknesses and gaps.""",2
977,"""MEA04.09""","""Follow up, within the organization, to determine whether corrective actions were taken and internal control weaknesses were resolved.""",2
978,"""MEA04.02""","""Develop an overall yearly plan for assurance initiatives containing the consolidated assurance objectives.""",3
979,"""MEA04.03""","""Consider the use of the COBIT Goals Cascade and its different levels to express the assurance objective.""",3
980,"""MEA04.03""","""Ensure that the objectives of the assurance engagement consider all three value objective components: delivering benefits that support strategic objectives, optimizing the risk that strategic objectives are not achieved and optimizing resource levels required to achieve the strategic objectives.""",3
981,"""MEA04.04""","""Based on the scope definition, define an engagement plan, considering information to be collected and stakeholders to be interviewed.""",3
982,"""MEA04.04""","""Confirm and refine the scope based on an understanding of the enterprise architecture.""",3
983,"""MEA04.04""","""Refine the scope of the assurance engagement, based on available resources.""",3
984,"""MEA04.05""","""Agree on the expected good practices for the management controls.""",3
985,"""MEA04.05""","""Should a management control be weak, define practices to identify residual risk (in preparation for reporting).""",3
986,"""MEA04.05""","""Understand the life cycle stage of the management controls and agree on expected values.""",3
987,"""MEA04.06""","""Observe/inspect and review the management control approach. Validate the design with the control owner for completeness, relevancy, timeliness and measurability.""",3
988,"""MEA04.06""","""Ask the control owner whether the responsibilities for the governance component and overall accountability have been assigned. Confirm the response. Test whether accountability and responsibilities are understood and accepted. Verify that the right skills and the necessary resources are available.""",3
989,"""MEA04.06""","""Reconsider the balance of prevention vs. detection and correction types of management control activities.""",3
990,"""MEA04.06""","""Consider the effort spent in maintaining the management controls and the associated cost/effectiveness.""",3
991,"""MEA04.07""","""Assess whether the expected outcomes for each of the management controls in scope are achieved. That is, assess the effectiveness of the management control (control effectiveness).""",3
992,"""MEA04.07""","""Ensure that the assurance professional tests the outcome or effectiveness of the management control by looking for direct and indirect evidence of the impact on the management controls goals. This implies the direct and indirect substantiation of measurable contribution of the management goals to the alignment goals, thereby recording direct and indirect evidence of actually achieving the expected outcomes.""",3
993,"""MEA04.07""","""Determine whether the assurance professional obtains direct or indirect evidence for selected items/periods by applying a selection of testing techniques to ensure that the management control under review is working effectively. Ensure that the assurance professional also performs a limited review of the adequacy of the management control results and determines the level of substantive testing and additional work needed to provide assurance that the management control performance is adequate.""",3
994,"""MEA04.07""","""Investigate whether a management control can be made more efficient and if its design can be more effective by optimizing steps or looking for synergies with other management controls.""",3
995,"""MEA04.08""","""Provide management with a report (aligned with the terms of reference, scope and agreed reporting standards) that supports the results of the initiative and enables a clear focus on key issues and important actions.""",3
996,"""MEA04.08""","""Supervise the assurance activities and make sure the work done is complete, meets objectives and is of an acceptable quality. Revise the approach or detailed steps if quality gaps occur.""",4
997,"""DSS01.01""","""Develop and maintain operational procedures and related activities to support all delivered services.""",2
998,"""DSS01.01""","""Maintain a schedule of operational activities and perform the activities.""",2
999,"""DSS01.03""","""Log events. Identify the level of information to be recorded, based on a consideration of risk and performance.""",2
1000,"""DSS01.04""","""Identify natural and man-made disasters that might occur in the area where the IT facilities are located. Assess the potential effect on the IT facilities.""",2
1001,"""DSS01.04""","""Identify how I&T equipment, including mobile and off-site equipment, is protected against environmental threats. Ensure that the policy limits or excludes eating, drinking and smoking in sensitive areas, and prohibits storage of stationery and other supplies that pose a fire hazard within computer rooms.""",2
1002,"""DSS01.04""","""Keep the IT sites and server rooms clean and in a safe condition at all times (i.e., no mess, no paper or cardboard boxes, no filled dustbins, no flammable chemicals or materials).""",2
1003,"""DSS01.05""","""Examine the IT facilities’ requirement for protection against power fluctuations and outages, in conjunction with other business continuity planning requirements. Procure suitable uninterruptible supply equipment (e.g., batteries, generators) to support business continuity planning.""",2
1004,"""DSS01.05""","""Regularly test the uninterruptible power supply’s mechanisms. Ensure that power can be switched to the supply without any significant effect on business operations""",2
1005,"""DSS01.05""","""Ensure that the facilities housing the I&T systems have more than one source for dependent utilities (e.g., power, telecommunications, water, gas). Separate the physical entrance of each utility.""",2
1006,"""DSS01.05""","""Confirm that cabling external to the IT site is located underground or has suitable alternative protection. Determine that cabling within the IT site is contained within secured conduits, and access to wiring cabinets is restricted to authorized personnel. Properly protect cabling against damage caused by fire, smoke, water, interception and interference.""",2
1007,"""DSS01.05""","""Ensure that cabling and physical patching (data and phone) are structured and organized. Cabling and conduit structures should be documented (e.g., blueprint building plan and wiring diagrams).""",2
1008,"""DSS01.05""","""On regular basis, educate personnel on health and safety laws, regulations, and relevant guidelines. Educate personnel on fire and rescue drills to ensure knowledge and actions taken in case of fire or similar incidents.""",2
1009,"""DSS01.01""","""Verify that all data expected for processing are received and processed completely, accurately and in a timely manner. Deliver output in accordance with enterprise requirements. Support restart and reprocessing needs. Ensure that users are receiving the right outputs in a secure and timely manner.""",3
1010,"""DSS01.02""","""Ensure that the enterprise’s requirements for security of information processes adhere to contracts and SLAs with third parties hosting or providing services.""",3
1011,"""DSS01.02""","""Ensure that the enterprise’s operational business and IT processing requirements and priorities for service delivery adhere to contracts and SLAs with third parties hosting or providing services.""",3
1012,"""DSS01.02""","""Integrate critical internal IT management processes with those of outsourced service providers. This should cover, for example, performance and capacity planning, change management, configuration management, service request and incident management, problem management, security management, business continuity, and the monitoring of process performance and reporting.""",3
1013,"""DSS01.03""","""Identify and maintain a list of infrastructure assets that need to be monitored, based on service criticality and the relationship between configuration items and services that depend on them.""",3
1014,"""DSS01.03""","""Define and implement rules that identify and record threshold breaches and event conditions. Find a balance between generating spurious minor events and significant events so event logs are not overloaded with unnecessary information.""",3
1015,"""DSS01.03""","""Produce event logs and retain them for an appropriate period to assist in future investigations.""",3
1016,"""DSS01.03""","""Ensure that incident tickets are created in a timely manner when monitoring identified deviations from defined thresholds.""",3
1017,"""DSS01.04""","""Situate and construct IT facilities to minimize and mitigate susceptibility to environmental threats (e.g., theft, air, fire, smoke, water, vibration, terror, vandalism, chemicals, explosives). Consider specific security zones and/or fireproof cells (e.g., locating production and development environments/servers away from each other).""",3
1018,"""DSS01.04""","""Compare measures and contingency plans against insurance policy requirements and report results. Address points of noncompliance in a timely manner.""",3
1019,"""DSS01.04""","""Respond to environmental alarms and other notifications. Document and test procedures, which should include prioritization of alarms and contact with local emergency response authorities. Train personnel in these procedures.""",3
1020,"""DSS01.05""","""Ensure that IT sites and equipment are maintained according to the supplier’s recommended service intervals and specifications. Ensure that maintenance is carried out only by authorized personnel.""",3
1021,"""DSS01.05""","""Analyze the facilities housing’s high-availability systems for redundancy and fail-over cabling requirements (external and internal).""",3
1022,"""DSS01.05""","""Ensure that IT sites and facilities are in ongoing compliance with relevant health and safety laws, regulations, guidelines, and vendor specifications.""",3
1023,"""DSS01.01""","""Manage the performance and throughput of the scheduled activities.""",4
1024,"""DSS01.02""","""Plan for independent audit and assurance of the operational environments of outsourced providers to confirm that agreed requirements are being adequately addressed.""",4
1025,"""DSS01.03""","""Establish procedures for monitoring event logs. Conduct regular reviews.""",4
1026,"""DSS01.04""","""Regularly monitor and maintain devices that proactively detect environmental threats (e.g., fire, water, smoke, humidity).""",4
1027,"""DSS01.05""","""Record, monitor, manage and resolve facilities incidents in line with the I&T incident management process. Make available reports on facilities incidents for which disclosure is required by laws and regulations.""",4
1028,"""DSS01.05""","""Analyze physical alterations to IT sites or premises to reassess the environmental risk (e.g., fire or water damage). Report results of this analysis to business continuity and facilities management.""",4
1029,"""DSS01.01""","""Monitor incidents and problems dealing with operational procedures and take appropriate action to improve reliability of operational tasks performed.""",5
1030,"""DSS02.02""","""Log all service requests and incidents, recording all relevant information, so they can be handled effectively and a full historical record can be maintained.""",2
1031,"""DSS02.02""","""To enable trend analysis, classify service requests and incidents by identifying type and category.""",2
1032,"""DSS02.02""","""Prioritize service requests and incidents based on the SLA service definition of business impact and urgency.""",2
1033,"""DSS02.03""","""Verify entitlement for service requests using, where possible, a predefined process flow and standard changes.""",2
1034,"""DSS02.03""","""Obtain financial and functional approval or sign-off, if required, or predefined approvals for agreed standard changes.""",2
1035,"""DSS02.04""","""Identify and describe relevant symptoms to establish the most probable causes of the incidents. Reference available knowledge resources (including known errors and problems) to identify possible incident resolutions (temporary workarounds and/or permanent solutions).""",2
1036,"""DSS02.04""","""If a related problem or known error does not already exist and if the incident satisfies agreed criteria for problem registration, log a new problem.""",2
1037,"""DSS02.04""","""Assign incidents to specialist functions if deeper expertise is needed. Engage the appropriate level of management, where and if needed.""",2
1038,"""DSS02.05""","""Select and apply the most appropriate incident resolutions (temporary workaround and/or permanent solution).""",2
1039,"""DSS02.05""","""Record whether workarounds were used for incident resolution.""",2
1040,"""DSS02.05""","""Perform recovery actions, if required.""",2
1041,"""DSS02.05""","""Document incident resolution and assess if the resolution can be used as a future knowledge source.""",2
1042,"""DSS02.06""","""Verify with the affected users that the service request has been fulfilled satisfactorily or the incident has been resolved satisfactorily and within an agreed/acceptable period of time.""",2
1043,"""DSS02.06""","""Close service requests and incidents.""",2
1044,"""DSS02.07""","""Monitor and track incident escalations and resolutions and request handling procedures to progress toward resolution or completion.""",2
1045,"""DSS02.01""","""Define incident and service request classification and prioritization schemes, and criteria for problem registration. Use this information to ensure consistent approaches for handling and informing users about problems and conducting trend analysis.""",3
1046,"""DSS02.01""","""Define incident models for known errors to enable efficient and effective resolution.""",3
1047,"""DSS02.01""","""Define service request models according to service request type to enable self-help and efficient service for standard requests.""",3
1048,"""DSS02.01""","""Define incident escalation rules and procedures, especially for major incidents and security incidents.""",3
1049,"""DSS02.01""","""Define knowledge sources on incidents and requests and describe how to use them.""",3
1050,"""DSS02.03""","""Fulfill the requests by performing the selected request procedure. Where possible, use self-help automated menus and predefined request models for frequently requested items.""",3
1051,"""DSS02.07""","""Identify information stakeholders and their needs for data or reports. Identify reporting frequency and medium.""",3
1052,"""DSS02.07""","""Produce and distribute timely reports or provide controlled access to online data.""",4
1053,"""DSS02.07""","""Analyze incidents and service requests by category and type. Establish trends and identify patterns of recurring issues, SLA breaches or inefficiencies.""",4
1054,"""DSS02.07""","""Use the information as input to continual improvement planning.""",5
1055,"""DSS03.01""","""Identify problems through the correlation of incident reports, error logs and other problem identification resources.""",2
1056,"""DSS03.01""","""Handle all problems formally with access to all relevant data. Include information from the IT change management system and IT configuration/asset and incident details.""",2
1057,"""DSS03.01""","""Define appropriate support groups to assist with problem identification, root cause analysis and solution determination to support problem management. Determine support groups based on predefined categories, such as hardware, network, software, applications and support software.""",2
1058,"""DSS03.01""","""Define priority levels through consultation with the business to ensure that problem identification and root cause analysis are handled in a timely manner according to the agreed SLAs. Base priority levels on business impact and urgency.""",2
1059,"""DSS03.01""","""Report the status of identified problems to the service desk so customers and IT management can be kept informed.""",2
1060,"""DSS03.01""","""Maintain a single problem management catalog to register and report problems identified. Use the catalog to establish audit trails of the problem management processes, including the status of each problem (i.e., open, reopen, in progress or closed).""",2
1061,"""DSS03.03""","""As soon as the root causes of problems are identified, create known-error records and develop a suitable workaround.""",2
1062,"""DSS03.04""","""Close problem records either after confirmation for successful elimination of the known error or after agreement with the business on how to alternatively handle the problem.""",2
1063,"""DSS03.04""","""Inform the service desk of the schedule for problem closure (e.g., the schedule for fixing the known errors, the possible workaround or the fact that the problem will remain until the change is implemented) and the consequences of the approach taken. Keep affected users and customers informed as appropriate.""",2
1064,"""DSS03.02""","""Identify problems that may be known errors by comparing incident data with the database of known and suspected errors (e.g., those communicated by external vendors). Classify problems as known errors.""",3
1065,"""DSS03.02""","""Associate the affected configuration items to the established/known error.""",3
1066,"""DSS03.02""","""Produce reports to communicate the progress in resolving problems and to monitor the continuing impact of problems not solved. Monitor the status of the problem-handling process throughout its life cycle, including input from IT change and configuration management.""",3
1067,"""DSS03.03""","""Identify, evaluate, prioritize and process (via IT change management) solutions to known errors, based on a cost/benefit business case and business impact and urgency.""",3
1068,"""DSS03.04""","""Throughout the resolution process, obtain regular reports from IT change management on progress in resolving problems and errors.""",3
1069,"""DSS03.05""","""Capture problem information related to I&T changes and incidents and communicate it to key stakeholders. Communicate via reports and periodic meetings among incident, problem, change and configuration management process owners to consider recent problems and potential corrective actions.""",3
1070,"""DSS03.05""","""Ensure that process owners and managers from incident, problem, change and configuration management meet regularly to discuss known problems and future planned changes.""",3
1071,"""DSS03.05""","""Identify and initiate sustainable solutions (permanent fixes) addressing the root cause. Raise change requests via the established change management processes.""",3
1072,"""DSS03.04""","""Monitor the continuing impact of problems and known errors on services.""",4
1073,"""DSS03.04""","""Review and confirm the success of resolutions of major problems.""",4
1074,"""DSS03.05""","""To enable the enterprise to monitor the total costs of problems, capture change efforts resulting from problem management process activities (e.g., fixes to problems and known errors) and report on them.""",4
1075,"""DSS03.05""","""Produce reports to monitor problem resolution against the business requirements and SLAs. Ensure the proper escalation of problems, such as escalating to a higher management level according to agreed criteria, contacting external vendors, or referring to the change advisory board to increase the priority of an urgent request for change (RFC) to implement a temporary workaround.""",4
1076,"""DSS03.05""","""To optimize the use of resources and reduce workarounds, track problem trends.""",4
1077,"""DSS03.04""","""Make sure the knowledge learned from the review is incorporated into a service review meeting with the business customer.""",5
1078,"""DSS04.01""","""Identify internal and outsourced business processes and service activities that are critical to the enterprise operations or necessary to meet legal and/or contractual obligations.""",2
1079,"""DSS04.01""","""Identify key stakeholders and roles and responsibilities for defining and agreeing on continuity policy and scope.""",2
1080,"""DSS04.01""","""Define and document the agreed minimum policy objectives and scope for business resilience.""",2
1081,"""DSS04.01""","""Identify essential supporting business processes and related I&T services.""",2
1082,"""DSS04.02""","""Identify potential scenarios likely to give rise to events that could cause significant disruptive incidents.""",2
1083,"""DSS04.02""","""Conduct a business impact analysis to evaluate the impact over time of a disruption to critical business functions and the effect that a disruption would have on them.""",2
1084,"""DSS04.02""","""Establish the minimum time required to recover a business process and supporting I&T, based on an acceptable length of business interruption and maximum tolerable outage.""",2
1085,"""DSS04.02""","""Determine the conditions and owners of key decisions that will cause the continuity plans to be invoked.""",2
1086,"""DSS04.03""","""Define the incident response actions and communications to be taken in the event of disruption. Define related roles and responsibilities, including accountability for policy and implementation.""",2
1087,"""DSS04.03""","""Ensure that key suppliers and outsource partners have effective continuity plans in place. Obtain audited evidence as required.""",2
1088,"""DSS04.03""","""Define the conditions and recovery procedures that would enable resumption of business processing. Include updating and reconciliation of information databases to preserve information integrity.""",2
1089,"""DSS04.03""","""Develop and maintain operational BCPs and DRPs that contain the procedures to be followed to enable continued operation of critical business processes and/or temporary processing arrangements. Include links to plans of outsourced service providers.""",2
1090,"""DSS04.03""","""Define and document the resources required to support the continuity and recovery procedures, considering people, facilities and IT infrastructure.""",2
1091,"""DSS04.03""","""Define and document the information backup requirements required to support the plans. Include plans and paper documents as well as data files. Consider the need for security and off-site storage.""",2
1092,"""DSS04.03""","""Determine required skills for individuals involved in executing the plan and procedures.""",2
1093,"""DSS04.04""","""Define objectives for exercising and testing the business, technical, logistical, administrative, procedural and operational systems of the plan to verify completeness of the BCP and DRP in meeting business risk.""",2
1094,"""DSS04.04""","""Define and agree on stakeholder exercises that are realistic and validate continuity procedures. Include roles and responsibilities and data retention arrangements that cause minimum disruption to business processes.""",2
1095,"""DSS04.04""","""Assign roles and responsibilities for performing continuity plan exercises and tests.""",2
1096,"""DSS04.06""","""Roll out BCP and DRP awareness and training.""",2
1097,"""DSS04.07""","""Back up systems, applications, data and documentation according to a defined schedule. Consider frequency (monthly, weekly, daily, etc.), mode of backup (e.g., disk mirroring for real-time backups vs. DVD-ROM for long-term retention), type of backup (e.g., full vs. incremental), and type of media. Consider also automated online backups, data types (e.g., voice, optical), creation of logs, critical end-user computing data (e.g., spreadsheets), physical and logical location of data sources, security and access rights, and encryption.""",2
1098,"""DSS04.07""","""Define requirements for on-site and off-site storage of backup data that meet the business requirements. Consider the accessibility required to back up data.""",2
1099,"""DSS04.07""","""Periodically test and refresh archived and backup data.""",2
1100,"""DSS04.07""","""Ensure that systems, applications, data and documentation maintained or processed by third parties are adequately backed up or otherwise secured. Consider requiring return of backups from third parties. Consider escrow or deposit arrangements.""",2
1101,"""DSS04.02""","""Assess the likelihood of threats that could cause loss of business continuity. Identify measures that will reduce the likelihood and impact through improved prevention and increased resilience.""",3
1102,"""DSS04.02""","""Analyze continuity requirements to identify possible strategic business and technical options.""",3
1103,"""DSS04.02""","""Identify resource requirements and costs for each strategic technical option and make strategic recommendations.""",3
1104,"""DSS04.02""","""Obtain executive business approval for selected strategic options.""",3
1105,"""DSS04.03""","""Distribute the plans and supporting documentation securely to appropriately authorized interested parties. Make sure the plans and documentation are accessible under all disaster scenarios.""",3
1106,"""DSS04.04""","""Schedule exercises and test activities as defined in the continuity plans.""",3
1107,"""DSS04.05""","""On a regular basis, review the continuity plans and capability against any assumptions made and current business operational and strategic objectives.""",3
1108,"""DSS04.05""","""On a regular basis, review the continuity plans to consider the impact of new or major changes to enterprise organization, business processes, outsourcing arrangements, technologies, infrastructure, operating systems and application systems.""",3
1109,"""DSS04.05""","""Consider whether a revised business impact assessment may be required, depending on the nature of the change.""",3
1110,"""DSS04.05""","""Recommend changes in policy, plans, procedures, infrastructure, and roles and responsibilities. Communicate them as appropriate for management approval and processing via the IT change management process.""",3
1111,"""DSS04.06""","""Define and maintain training requirements and plans for those performing continuity planning, impact assessments, risk assessments, media communication and incident response. Ensure that the training plans consider frequency of training and training delivery mechanisms.""",3
1112,"""DSS04.06""","""Develop competencies based on practical training, including participation in exercises and tests.""",3
1113,"""DSS04.04""","""Conduct a post-exercise debriefing and analysis to consider the achievement.""",4
1114,"""DSS04.06""","""Based on the exercise and test results, monitor skills and competencies.""",4
1115,"""DSS04.08""","""Assess adherence to the documented BCP and DRP.""",4
1116,"""DSS04.08""","""Determine the effectiveness of the plans, continuity capabilities, roles and responsibilities, skills and competencies, resilience to the incident, technical infrastructure, and organizational structures and relationships.""",4
1117,"""DSS04.04""","""Based on the results of the review, develop recommendations for improving the current continuity plans.""",5
1118,"""DSS04.08""","""Identify weaknesses or omissions in the plans and capabilities and make recommendations for improvement. Obtain management approval for any changes to the plans and apply via the enterprise change control process.""",5
1119,"""DSS05.01""","""Install and activate malicious software protection tools on all processing facilities, with malicious software definition files that are updated as required (automatically or semi-automatically).""",2
1120,"""DSS05.01""","""Filter incoming traffic, such as email and downloads, to protect against unsolicited information (e.g., spyware, phishing emails).""",2
1121,"""DSS05.02""","""Allow only authorized devices to have access to corporate information and the enterprise network. Configure these devices to force password entry.""",2
1122,"""DSS05.02""","""Implement network filtering mechanisms, such as firewalls and intrusion detection software. Enforce appropriate policies to control inbound and outbound traffic.""",2
1123,"""DSS05.02""","""Apply approved security protocols to network connectivity.""",2
1124,"""DSS05.02""","""Configure network equipment in a secure manner.""",2
1125,"""DSS05.03""","""Configure operating systems in a secure manner.""",2
1126,"""DSS05.03""","""Implement device lockdown mechanisms.""",2
1127,"""DSS05.03""","""Manage remote access and control (e.g., mobile devices, teleworking).""",2
1128,"""DSS05.03""","""Manage network configuration in a secure manner.""",2
1129,"""DSS05.03""","""Implement network traffic filtering on endpoint devices.""",2
1130,"""DSS05.03""","""Protect system integrity.""",2
1131,"""DSS05.03""","""Provide physical protection of endpoint devices.""",2
1132,"""DSS05.03""","""Dispose of endpoint devices securely.""",2
1133,"""DSS05.03""","""Manage malicious access through email and web browsers. For example, block certain websites and deactivate click-through on links for smartphones.""",2
1134,"""DSS05.04""","""Maintain user access rights in accordance with business function, process requirements and security policies. Align the management of identities and access rights to the defined roles and responsibilities, based on least-privilege, need-to-have and need-to-know principles.""",2
1135,"""DSS05.05""","""Log and monitor all entry points to IT sites. Register all visitors, including contractors and vendors, to the site.""",2
1136,"""DSS05.05""","""Ensure all personnel display properly approved identification at all times.""",2
